Item ID,Description,Customer ID,Customer Name,Invoice Number,Sales Rep 1 ID,Country,Bill to State,Invoice Date,Qty Order Sell,Amount
880-R0002-012IN,"KIT, RAPID RH L6 STARTER KIT PLUS-FAHRENHEIT",LFI002,L FISHMAN & SON INC,145242,DUS,USA,MD,2/25/2026,1,623
880-R0002-012IN,"KIT, RAPID RH L6 STARTER KIT PLUS-FAHRENHEIT",LFI002,L FISHMAN & SON INC,144904,DUS,USA,MD,2/9/2026,1,623
880-R0040-011IN,"VALUE PACK, 25PC, RHP L6 SMART SENSOR",LFI002,L FISHMAN & SON INC,145239,DUS,USA,MD,2/25/2026,1,881.25
880-R0040-011IN,"VALUE PACK, 25PC, RHP L6 SMART SENSOR",LFI002,L FISHMAN & SON INC,145240,DUS,USA,MD,2/25/2026,2,"1,762.50"
880-R0040-011IN,"VALUE PACK, 25PC, RHP L6 SMART SENSOR",LFI002,L FISHMAN & SON INC,145306,DUS,USA,MD,2/27/2026,2,"1,762.50"
880-R0040-011IN,"VALUE PACK, 25PC, RHP L6 SMART SENSOR",LFI002,L FISHMAN & SON INC,145040,DUS,USA,MD,2/17/2026,2,"1,762.50"
880-R0040-011IN,"VALUE PACK, 25PC, RHP L6 SMART SENSOR",LFI002,L FISHMAN & SON INC,145057,DUS,USA,MD,2/18/2026,2,"1,762.50"
880-R0041-001IN,"PACK, 5, DATA GRABBER w/BLUETOOTH, RAPID RH L6",LFI002,L FISHMAN & SON INC,145158,DUS,USA,MD,2/23/2026,1,392
880-R0050-011IN,"VALUE PACK, 50PC, RHP L6, SMART SENSOR",LFI002,L FISHMAN & SON INC,145158,DUS,USA,MD,2/23/2026,1,"1,638.00"
880-R0100-011IN,"SUPER VALUE PACK,RAPID RH L6, SMART SENSOR",LFI002,L FISHMAN & SON INC,145242,DUS,USA,MD,2/25/2026,5,"13,740.00"
880-R0100-011IN,"SUPER VALUE PACK,RAPID RH L6, SMART SENSOR",LFI002,L FISHMAN & SON INC,145239,DUS,USA,MD,2/25/2026,2,"5,496.00"
880-R0100-011IN,"SUPER VALUE PACK,RAPID RH L6, SMART SENSOR",LFI002,L FISHMAN & SON INC,145240,DUS,USA,MD,2/25/2026,1,"2,748.00"
880-R0100-011IN,"SUPER VALUE PACK,RAPID RH L6, SMART SENSOR",LFI002,L FISHMAN & SON INC,145139,DUS,USA,MD,2/20/2026,3,"8,244.00"
880-R0100-011IN,"SUPER VALUE PACK,RAPID RH L6, SMART SENSOR",LFI002,L FISHMAN & SON INC,145294,DUS,USA,MD,2/27/2026,1,"2,748.00"
880-R0100-011IN,"SUPER VALUE PACK,RAPID RH L6, SMART SENSOR",LFI002,L FISHMAN & SON INC,145306,DUS,USA,MD,2/27/2026,1,"2,748.00"
880-R0100-011IN,"SUPER VALUE PACK,RAPID RH L6, SMART SENSOR",LFI002,L FISHMAN & SON INC,145057,DUS,USA,MD,2/18/2026,1,"2,748.00"
880-R0100-011IN,"SUPER VALUE PACK,RAPID RH L6, SMART SENSOR",LFI002,L FISHMAN & SON INC,144822,DUS,USA,MD,2/5/2026,1,"2,748.00"
880-R0100-011IN,"SUPER VALUE PACK,RAPID RH L6, SMART SENSOR",LFI002,L FISHMAN & SON INC,144820,DUS,USA,MD,2/5/2026,1,"2,748.00"
880-R0100-011IN,"SUPER VALUE PACK,RAPID RH L6, SMART SENSOR",LFI002,L FISHMAN & SON INC,144901,DUS,USA,MD,2/9/2026,1,"2,748.00"
880-R0100-011MA,"SUPER VALUE PACK,RAPID RH L6, SMART SENSOR",LFI002,L FISHMAN & SON INC,144998,DUS,USA,MD,2/12/2026,2,"5,496.00"
880-R0100-011MA,"SUPER VALUE PACK,RAPID RH L6, SMART SENSOR",LFI002,L FISHMAN & SON INC,144999,DUS,USA,MD,2/12/2026,2,"5,496.00"
880-R4100-005,"KIT, 5 PACK, BLUETOOTH, SMART LOGGER, DATA, V2",LFI002,L FISHMAN & SON INC,145015,DUS,USA,MD,2/13/2026,2,660
880-R0100-011IN,"SUPER VALUE PACK,RAPID RH L6, SMART SENSOR",MAI021,MAINE CONTRACT FLOORING,145078,INO,USA,ME,2/19/2026,1,"3,664.00"
712-R0015-002IN,"EXTENSION,SLEEVE,RH L6 ,GREEN",JAN012,J AND B TOOL SALES INC,145156,DUS,USA,MI,2/23/2026,1,11.25
712-R0068-002,RAPID RH® L6 PROTECTIVE DOME,JAN012,J AND B TOOL SALES INC,144803,DUS,USA,MI,2/4/2026,10,75
714-R0005-001IN,"BRUSH,WIRE,SS,3/4""x5""",JAN012,J AND B TOOL SALES INC,145013,DUS,USA,MI,2/13/2026,1,14.25
880-R0000-009,"PACK, 5 ,RAPID RH L6, SMART SENSOR",JAN012,J AND B TOOL SALES INC,144803,DUS,USA,MI,2/4/2026,1,194.25
674-R4100-002IN,"BLUETOOTH, SMART LOGGER,V2",LEV017,LEVEL UP LEADERSHIP LLC,145184,INO,USA,MN,2/24/2026,2,198
880-R0000-009IN,"PACK, 5 ,RAPID RH L6, SMART SENSOR",HAN011,HANK'S SPECIALTIES,145056,DUS,USA,MN,2/18/2026,20,"3,626.00"
880-R0000-009IN,"PACK, 5 ,RAPID RH L6, SMART SENSOR",LAV004,LAVAN FLOOR COVERING,145048,INO,USA,MN,2/17/2026,4,"1,036.00"
880-R0040-011IN,"VALUE PACK, 25PC, RHP L6 SMART SENSOR",AME024,"AMERICAN ENGINEERING TESTING,",145303,INO,USA,MN,2/27/2026,1,"1,175.00"
880-R0040-011IN,"VALUE PACK, 25PC, RHP L6 SMART SENSOR",ENG008,ENGINEERING SURVEYS & SERVICES,145042,INO,USA,MO,2/17/2026,1,"1,175.00"
880-R0100-011IN,"SUPER VALUE PACK,RAPID RH L6, SMART SENSOR",CRA007,CRAFT CROSWELL INC,144788,INO,USA,MS,2/3/2026,2,"7,328.00"
880-R0001-011MA,"PACK, 5, RAPID RH L6 SMART SENSOR W/READER",TER032,"TERRACON - BILLINGS, MT",145019,INO,USA,MT,2/13/2026,5,"2,490.00"
880-R0040-011MA,"VALUE PACK, 25PC, RHP L6 SMART SENSOR",TER032,"TERRACON - BILLINGS, MT",145020,INO,USA,MT,2/13/2026,2,"2,350.00"
890-00080-001MA,Floor Sentry® Wood Floor Data Logger,TRA024,TRAVER HARDWOOD FLOORS,144811,INO,USA,MT,2/4/2026,3,567
890-00080-001MA,Floor Sentry® Wood Floor Data Logger - PARTIAL CREDIT INVOICE 144811 - CUSTOMER RETURNED QTY 3 FLOOR SENTRYS,TRA024,TRAVER HARDWOOD FLOORS,145023,INO,USA,MT,2/16/2026,-3,-567
890-00080-001IN,Floor Sentry® Wood Floor Data Logger,LUX003,LUXURY CONCEPTS FLOORING & T,145041,INO,USA,NC,2/17/2026,6,"1,134.00"
712-R0025-003IN,"TOOL, INSERTION, RAPID RH L6, SMART SENSOR",MID021,MIDWEST FLOOR COVERING - NE,144847,RHP,USA,NE,2/6/2026,1,19.5
712-R0025-004,"EXTRACTION TOOL, RAPID RH L6, DATA GRABBER W/ BLUETOOTH",PIN046,"PINEDA, ARNOLDO",144780,AMA,USA,NE,2/2/2026,1,5
713-R0000-001IN,"DRILL BIT, 3/4"" SDS MASONRY",MID021,MIDWEST FLOOR COVERING - NE,144847,RHP,USA,NE,2/6/2026,3,157.5
714-R0005-001IN,"BRUSH,WIRE,SS,3/4""x5""",MID021,MIDWEST FLOOR COVERING - NE,144847,RHP,USA,NE,2/6/2026,4,57
860-R0040-003IN,"TOTAL READER, RAPID RH L6, W/ LCD and BLUETOOTH",MID021,MIDWEST FLOOR COVERING - NE,144847,RHP,USA,NE,2/6/2026,6,"1,092.00"
674-R4100-002IN,"BLUETOOTH, SMART LOGGER,V2",THO102,"THOMPSON, ZACK",145075,INO,USA,NH,2/19/2026,1,99
674-R4100-002IN,"BLUETOOTH, SMART LOGGER,V2",THO102,"THOMPSON, ZACK",145072,INO,USA,NH,2/19/2026,1,99
712-R0025-003IN,"TOOL, INSERTION, RAPID RH L6, SMART SENSOR",STO009,STONCOR GROUP INC,145028,RHP,USA,NJ,2/16/2026,40,936
860-R0040-003IN,"TOTAL READER, RAPID RH L6, W/ LCD and BLUETOOTH",MIC005,MICHAEL HALEBIAN & CO INC,145270,DUS,USA,NJ,2/26/2026,4,728
880-R0000-009IN,"PACK, 5 ,RAPID RH L6, SMART SENSOR",MIC005,MICHAEL HALEBIAN & CO INC,145270,DUS,USA,NJ,2/26/2026,12,"2,175.60"
880-R0001-011IN,"PACK, 5, RAPID RH L6 SMART SENSOR W/READER",KIM015,KIM'S HS FLOORING,145183,INO,USA,NJ,2/24/2026,2,996
880-R0040-011IN,"VALUE PACK, 25PC, RHP L6 SMART SENSOR",MIC005,MICHAEL HALEBIAN & CO INC,145270,DUS,USA,NJ,2/26/2026,2,"1,762.50"
860-R0040-003IN,"TOTAL READER, RAPID RH L6, W/ LCD and BLUETOOTH - WARRANTY REPLACEMENT",MIL083,MILLENNIUM CONSTRUCTION INC,145077,RHP,USA,NY,2/19/2026,1,-
880-R0000-009IN,"PACK, 5 ,RAPID RH L6, SMART SENSOR",MCQ002,MCQUADE & BANNIGAN INC,145059,DUS,USA,NY,2/18/2026,5,906.5
880-R0000-009IN,"PACK, 5 ,RAPID RH L6, SMART SENSOR",MIL083,MILLENNIUM CONSTRUCTION INC,144783,INO,USA,NY,2/2/2026,4,"1,036.00"
880-R0001-011IN,"PACK, 5, RAPID RH L6 SMART SENSOR W/READER",ROY022,ROYAL CONCRETE AND MASONRY,144810,INO,USA,NY,2/4/2026,4,"1,992.00"
880-R0001-011IN,"PACK, 5, RAPID RH L6 SMART SENSOR W/READER",ROY022,ROYAL CONCRETE AND MASONRY,145035,RHP,USA,NY,2/16/2026,4,"1,992.00"
880-R0040-011IN,"VALUE PACK, 25PC, RHP L6 SMART SENSOR",JMC002,JMC FLOORCOVERING,145279,INO,USA,NY,2/9/2026,-1,"-1,175.00"
880-R0040-011IN,"VALUE PACK, 25PC, RHP L6 SMART SENSOR",JMC002,JMC FLOORCOVERING,145006,INO,USA,NY,2/9/2026,1,"1,175.00"
880-R0040-011IN,"VALUE PACK, 25PC, RHP L6 SMART SENSOR",JMC002,JMC FLOORCOVERING,144909,INO,USA,NY,2/9/2026,1,"1,175.00"
880-R0040-011IN,"VALUE PACK, 25PC, RHP L6 SMART SENSOR",SPO022,SPOSATO FLOOR COVERING CO,145050,INO,USA,NY,2/17/2026,1,"1,175.00"
674-R4100-002IN,"BLUETOOTH, SMART LOGGER,V2",GYM002,JUMPSHOT VENTURES LLC,145011,RHP,USA,OH,2/13/2026,1,74.25
880-R0041-001,"PACK, 5, DATA GRABBER w/BLUETOOTH, RAPID RH L6",JAN010,JANOTTA AND HERNER,145305,AMA,USA,OH,2/27/2026,1,560
880-RRP50-025,"PACK, SLEEVE, 25 PC, RHP5.0",TER072,TERRACON CONSULTANTS-CINCINNAT,145046,INO,USA,OH,2/17/2026,1,131
880-RRP60-025,"PACK, FINNED BASE 25 PC, RHP5.0",TER072,TERRACON CONSULTANTS-CINCINNAT,145046,INO,USA,OH,2/17/2026,1,69
880-R0000-009,"PACK, 5 ,RAPID RH L6, SMART SENSOR",CUT005,CUT N BREAK,145004,RHP,USA,OR,2/12/2026,2,518
880-R0000-009MA,"PACK, 5 ,RAPID RH L6, SMART SENSOR",MAS049,MASONS SUPPLY CO,145001,DUS,USA,OR,2/12/2026,2,362.6
880-R0002-012MA,"KIT, RAPID RH L6 STARTER KIT PLUS-FAHRENHEIT",MAS049,MASONS SUPPLY CO,145001,DUS,USA,OR,2/12/2026,2,"1,246.00"
880-R0040-011MA,"VALUE PACK, 25PC, RHP L6 SMART SENSOR",MAS049,MASONS SUPPLY CO,145001,DUS,USA,OR,2/12/2026,3,"2,643.75"
713-R0000-001,"DRILL BIT, 3/4"" SDS MASONRY",ROM001,ROMAN MOSAIC AND TILE,144767,RHP,USA,PA,2/2/2026,1,75
860-R0040-003IN,"TOTAL READER, RAPID RH L6, W/ LCD and BLUETOOTH - WARRANTY REPLACEMENT",APT001,"A P T DISTRIBUTING CO., INC.",145002,DUS,USA,PA,2/12/2026,1,-
860-R0040-003IN,"TOTAL READER, RAPID RH L6, W/ LCD and BLUETOOTH",STA076,STANLEY STEPHENS CO,145267,DRH,USA,PA,2/26/2026,2,364
